,Movies,Plots
2,Thor: Ragnarok,Hela was killed as the refugees fled.
2,Thor: Ragnarok,"Aboard the Grandmaster's spaceship, Thor, now king, reconciles with Loki and decides to take his people to Earth."
2,Thor: Ragnarok,"In a mid-credits scene, they are intercepted by a large spacecraft."
2,Thor: Ragnarok,The overthrown Grandmaster is confronted by his former subjects in a post-credits scene.
2,Thor: Ragnarok,"Two years after the battle of Sokovia, Thor is imprisoned by a fire demon who tells him that his father is no longer on Asgard."
2,Thor: Ragnarok,He says that the realm will be destroyed during the prophesied Ragnark when the Eternal Flame burns in Odin's vault.
2,Thor: Ragnarok,"After defeating Surtur, he takes the crown and believes he has prevented Ragnark."
2,Thor: Ragnarok,The brother and sister who were posing as Odin and Heimdall were not the real ones.
2,Thor: Ragnarok,Stephen Strange at the Sanctum Sanctorum in New York City gave them directions to find their father in Norway.
2,Thor: Ragnarok,"Hela will be freed from a prison where she has been imprisoned for years because of the death of Odin, who explains that he is dying, and that Ragnark is imminent."
2,Thor: Ragnarok,"Hela, the leader of the armies of Asgard, was imprisoned and wrote out of history after she became too powerful."
2,Thor: Ragnarok,Hela destroyed Thor's hammer Mjolnir when he died.
2,Thor: Ragnarok,She forced the two out into space when she pursued them through the Bifrst Bridge.
2,Thor: Ragnarok,She kills the Warriors Three when she arrives in Asgard.
2,Thor: Ragnarok,"The ancient dead who fought with her, including her giant wolf Fenris, are brought back to life."
2,Thor: Ragnarok,"Hela is going to use the Bifrst to expand the empire, but Heimdall sneaks in, takes the sword that controls the Bifrost, and hides other Asgardians."
2,Thor: Ragnarok,There is a garbage planet with wormholes.
2,Thor: Ragnarok,"A slave trader named Scrapper subdues him with an obedience disk and sells him to the ruler of Sakaar's, who has already ingratiated himself."
2,Thor: Ragnarok,One of the legendary force of female warriors who were killed fighting Hela was named 142.
2,Thor: Ragnarok,"In the contest of champion, he will face off against his old friend."
2,Thor: Ragnarok,The Grandmaster sabotages the fight to ensure the victory of the other team.
2,Thor: Ragnarok,"Despite being enslaved after the fight, Thor is still trying to get the help he needs to save Asgard."
2,Thor: Ragnarok,He escaped from the palace and found the Quinjet that brought the Hulk to Sakaar.
2,Thor: Ragnarok,The Quinjet is where a recording of Natasha Romanoff causes Bruce Banner to transform back into Bruce Banner for the first time since Sokovia.
2,Thor: Ragnarok,"The Grandmaster ordered 142 and Loki to find the two missing heroes, but the pair came to blows and she was forced to relive the deaths of her friends at the hands of Hela."
2,Thor: Ragnarok,She took Loki captive because she wanted to help Thor.
2,Thor: Ragnarok,The group has the means to steal one of the ships.
2,Thor: Ragnarok,Two aliens named Korg and Miek encouraged the gladiators to stage a revolution.
2,Thor: Ragnarok,"Korg, Miek, and the gladiators find him when he is left behind by his brother after he tries to betray him again."
2,Thor: Ragnarok,"Hela's forces attack Heimdall and the remaining Asgardians in pursuit of the sword that controls the Bifrst, as they escape through a wormhole to Asgard."
2,Thor: Ragnarok,"Banner defeated Fenris, while Thor and 142 battled Hela and her warriors."
2,Thor: Ragnarok,The citizens are rescued by the gladiators and a repentant Skurge sacrifice himself to allow them to escape.
2,Thor: Ragnarok,"While facing Hela, Thor lost his right eye and had a vision that helped him realize that only Ragnark could stop her."
2,Thor: Ragnarok,He will place the crown in the Eternal Flame.
2,Thor: Ragnarok,Hela is killed as the refugees flee.
2,Thor: Ragnarok,"Aboard the Grandmaster's spaceship, Thor, now king, reconciles with Loki, and decides to take his people to Earth."
2,Thor: Ragnarok,"In a mid-credits scene, they are intercepted by a large spaceship."
2,Thor: Ragnarok,"In a post-credits scene, the overthrown Grandmaster is confronted by his former subjects."
2,Thor: Ragnarok,"Two years after the battle of Sokovia, Thor is imprisoned by the fire demon, who reveals that his father is no longer on Asgard."
2,Thor: Ragnarok,He says that the realm will be destroyed during the prophesied Ragnark when the Eternal Flame burns in the vault.
2,Thor: Ragnarok,"After defeating Surtur, he takes the crown and thinks he has prevented Ragnark."
2,Thor: Ragnarok,The brother and sister who were pretending to be each other were gone when Thor returned to Asgard.
2,Thor: Ragnarok,Stephen Strange at the Sanctum Sanctorum in New York City gave them directions to locate their father in Norway.
2,Thor: Ragnarok,"Hela will be freed from a prison where she has been imprisoned for many years because of the death of Odin, who explains that he is dying, and that Ragnark is imminent."
2,Thor: Ragnarok,"Hela, the leader of the armies of Asgard, was imprisoned and written out of history after she became too powerful."
2,Thor: Ragnarok,"Hela destroyed Thor's hammer when he died, as he and his friends looked on."
2,Thor: Ragnarok,She chases the two as they attempt to flee through the Bifrst Bridge.
2,Thor: Ragnarok,She defeated the army and killed the Warriors Three.
2,Thor: Ragnarok,"The ancient dead who fought with her, including her giant wolf Fenris, were brought back to life."
2,Thor: Ragnarok,"Hela is going to use the Bifrst to expand the empire, but Heimdall sneaks in, takes the sword that controls the Bifrost, and begins hiding other Asgardians."
2,Thor: Ragnarok,The garbage planet of Sakaar has a crash-lands on it.
2,Thor: Ragnarok,"A slave trader named Scrapper subdues him with an obedience disk and sells him to the ruler of Sakaar's, the Grandmaster, who has already ingratiated himself."
2,Thor: Ragnarok,One of the legendary force of female warriors who were killed fighting Hela is known as 142.
2,Thor: Ragnarok,"In the contest of champion, he has to face his old friend."
2,Thor: Ragnarok,The Grandmaster sabotages the fight to ensure that Hulk won.
2,Thor: Ragnarok,"After the fight, Thor is still enslaved, but he is trying to get the help he needs to save Asgard."
2,Thor: Ragnarok,He was able to escape the palace and find the Quinjet that brought the Hulk to Sakaar.
2,Thor: Ragnarok,The Quinjet is where a recording ofNatasha Romanoff causes Bruce Banner to return to being Bruce Banner for the first time since Sokovia.
2,Thor: Ragnarok,"The Grandmaster ordered 142 and Loki to find the two heroes, but they came to blows and she was forced to relive the deaths of her friends."
2,Thor: Ragnarok,She took Loki captive because she wanted to help him.
2,Thor: Ragnarok,The group was given the means to steal one of the Grandmaster's ships.
2,Thor: Ragnarok,Two aliens named Korg and Miek instigated the gladiators to stage a revolution.
2,Thor: Ragnarok,"Korg, Miek, and the gladiators find him when he is left behind after he tries to betray his brother."
2,Thor: Ragnarok,"Hela's forces attack Heimdall and the remaining Asgardians in pursuit of the sword that controls the Bifrst, after they escape through a wormhole to Asgard."
2,Thor: Ragnarok,"Banner defeated Fenris, while Thor and 142 fight Hela and her warriors."
2,Thor: Ragnarok,The citizens are rescued by the gladiators and a repentant Skurge is sacrificed to help them escape.
2,Thor: Ragnarok,"While facing Hela, he lost his right eye and had a vision that helped him understand that only Ragnark could stop her."
2,Thor: Ragnarok,The Eternal Flame is where he will place the crown.
2,Thor: Ragnarok,"As the refugees flee, hela is killed by surtur."
2,Thor: Ragnarok,"Aboard the Grandmaster's spaceship, Thor, now king, reconciles and decides to take his people to Earth."
2,Thor: Ragnarok,"In a mid-credits scene, they are intercepted by a large ship."
2,Thor: Ragnarok,"In a post-credits scene, the overthrown Grandmaster is confronted by his subjects."
2,Thor: Ragnarok,"Two years after the battle of Sokovia, Thor is imprisoned by the fire demon and it is revealed that his father is no longer on Asgard."
2,Thor: Ragnarok,"He says that the realm will be destroyed during the prophesied Ragnark, when the Eternal Flame burns in the vault."
2,Thor: Ragnarok,"After defeating Surtur, he takes the crown, believing he has prevented Ragnark."
2,Thor: Ragnarok,The brother and sister who were pretending to be each other were gone when Thor came back to Asgard.
2,Thor: Ragnarok,"Stephen Strange at the Sanctum Sanctorum in New York City gave them directions to locate their father, who was in Norway."
2,Thor: Ragnarok,"Hela will be freed from a prison where she has been imprisoned for years because of the death of Odin, who explains that he is dying, and that Ragnark is imminent despite the efforts of THOR to prevent it."
2,Thor: Ragnarok,"Hela, the leader of the armies of Asgard, was imprisoned and written out of history after she became too powerful and ambitious."
2,Thor: Ragnarok,Hela destroyed Thor's hammer Mjolnir when he died as the others looked on.
2,Thor: Ragnarok,She chased the two as they tried to flee through the Bifrst Bridge.
2,Thor: Ragnarok,She defeats the army and kills the three warriors.
2,Thor: Ragnarok,"She resurrects the ancient dead who fought with her, including her giant wolf Fenris, and appoints the Asgardian Skurge to be her executioner."
2,Thor: Ragnarok,"Hela is going to use the Bifrst to expand the empire, but Heimdall sneaks in, takes the sword that controls the Bifrost, and starts hiding other Asgardians."
2,Thor: Ragnarok,The garbage planet of Sakaar is surrounded by wormholes.
2,Thor: Ragnarok,"A slave trader named Scrapper subdues him with a disk and sells him to the ruler of Sakaar's, the Grandmaster, who has already ingratiated himself."
2,Thor: Ragnarok,"One of the legendary force of female warriors who were killed fighting Hela was identified as 142, according to the legend."
2,Thor: Ragnarok,"In the contest of champion, he has to face off against his friend."
2,Thor: Ragnarok,The Grandmaster sabotages the fight to ensure Hulk's victory as he summons lightning.
2,Thor: Ragnarok,"After the fight, Thor is still enslaved, but he is trying to get the help of two other people."
2,Thor: Ragnarok,He managed to escape the palace and find the Quinjet that brought the Hulk to Sakaar.
2,Thor: Ragnarok,The Quinjet is where a recording ofNatasha Romanoff causes Bruce Banner to return to being Bruce Banner.
2,Thor: Ragnarok,"The Grandmaster ordered 142 and Loki to find the two heroes, but the pair came to blows and she was forced to relive the deaths of her friends."
2,Thor: Ragnarok,She took Loki captive because she decided to help Thor.
2,Thor: Ragnarok,The group was given the means to steal one of the Grandmaster's ships by Loki.
2,Thor: Ragnarok,The gladiators were incited by two aliens named Korg and Miek to stage a revolution.
2,Thor: Ragnarok,"Korg, Miek, and the gladiators find him when he is left behind by his brother after he tries to betray him."
2,Thor: Ragnarok,"Hela's forces attack Heimdall and the remaining Asgardians in pursuit of the sword that controls the Bifrst, and they escape through a wormhole to Asgard."
2,Thor: Ragnarok,"Banner defeated Fenris, while Thor and 142 fought Hela."
2,Thor: Ragnarok,The citizens are rescued by the gladiators and a repentant Skurge sacrifice himself to allow their escape.
2,Thor: Ragnarok,"While facing Hela, Thor lost his right eye and had a vision that helped him understand that only Ragnark could stop her."
2,Thor: Ragnarok,The Eternal Flame is where he will place the crown of Surtur.
2,Thor: Ragnarok,Hela was killed when the refugees fled.
2,Thor: Ragnarok,"Aboard the spaceship, which is owned by the Grandmaster, the king decides to take his people to Earth."
2,Thor: Ragnarok,"In a mid-credits scene, they are intercepted by a large vehicle."
2,Thor: Ragnarok,The overthrown Grandmaster is confronted by his former subjects.
3,Star Wars: Episode III – Revenge of the Sith,The kidnapped Supreme Chancellor Palpatine was kidnapped by the Separatist commander General Grievous.
3,Star Wars: Episode III – Revenge of the Sith,"After infiltrating Grievous' flagship, Obi-Wan and Anakin battle the Sith Lord Count Dooku, who Anakin decapitates at Palpatine's urging."
3,Star Wars: Episode III – Revenge of the Sith,"Grievous escaped the battle-torn ship, which the Jedi crash-landed on."
3,Star Wars: Episode III – Revenge of the Sith,"There, Padmé Amidala reveals that she is pregnant."
3,Star Wars: Episode III – Revenge of the Sith,The visions of Padmé dying in childbirth began to come to him when he was initially excited.
3,Star Wars: Episode III – Revenge of the Sith,Anakin is appointed to the Jedi Council by Palpatine.
3,Star Wars: Episode III – Revenge of the Sith,"The Council, suspicious of Palpatine, disapproves of the appointment and instructs Anakin to spy on him, diminishing his faith in the Jedi."
3,Star Wars: Episode III – Revenge of the Sith,"On Utapau, Grievous relocates the Separatist leaders to a volcanic planet."
3,Star Wars: Episode III – Revenge of the Sith,"Obi-Wan traveled to Utapau to confront Grievous and kill him, while Yoda traveled to the Wookiee planet of Kashyyyk to defend it from a Separatist invasion."
3,Star Wars: Episode III – Revenge of the Sith,Padmé's death is prevented by the power of the dark side of the Force.
3,Star Wars: Episode III – Revenge of the Sith,Mace Windu confronted and subdued Anakin after he deduced that Palpatine was behind the war.
3,Star Wars: Episode III – Revenge of the Sith,"Desperate to save Padmé's life, Anakin severs Windu's hand before he can kill Palpatine, who sends Windu falling to his death with a blast of Force lightning."
3,Star Wars: Episode III – Revenge of the Sith,"Darth Vader is knighted by Palpatine, who pledges himself to the Sith."
3,Star Wars: Episode III – Revenge of the Sith,Vader and a battalion of clone troopers kill the remaining Jedi in the Jedi Temple while Palpatine orders the clone troopers to kill their Jedi generals.
3,Star Wars: Episode III – Revenge of the Sith,The Separatist leaders are assassinated by Vader and the Republic is transformed into the Galactic Empire by Palpatine.
3,Star Wars: Episode III – Revenge of the Sith,Obi-Wan learns of Anakin's turn to the dark side when he returns to Coruscant after surviving the chaos.
3,Star Wars: Episode III – Revenge of the Sith,Obi-Wan was told to confront Vader.
3,Star Wars: Episode III – Revenge of the Sith,Obi-Wan goes to Padmé to find out Vader's location.
3,Star Wars: Episode III – Revenge of the Sith,"Padmé goes to Mustafar and pleads with Vader to abandon the dark side and leave with her, but he refuses."
3,Star Wars: Episode III – Revenge of the Sith,Vader used the Force to choke Padmé to unconsciousness in a blind rage after seeing Obi-Wan aboard the ship.
3,Star Wars: Episode III – Revenge of the Sith,Obi-Wan severed Vader's legs and left him at the bank of a lava flow after he engaged Vader in a lightsaber battle.
3,Star Wars: Episode III – Revenge of the Sith,Vader is left for dead after Obi-Wan retrieves his lightsaber.
3,Star Wars: Episode III – Revenge of the Sith,"On Coruscant, Yoda battles Palpatine until they reach a stalemate."
3,Star Wars: Episode III – Revenge of the Sith,"After realizing he can't defeat Palpatine, Yoda flees with Senator Bail Organa and regroups with Obi-Wan and Padmé."
3,Star Wars: Episode III – Revenge of the Sith,"Padmé gives birth to twins, who she names ""luke and luke"", and dies soon after, having lost her will to live, but still believing in Vader."
3,Star Wars: Episode III – Revenge of the Sith,Vader's body is covered in a black armored suit after he is retrieved by Palpatine.
3,Star Wars: Episode III – Revenge of the Sith,"When Vader asked if Padmé was okay, Palpatine said that he killed her out of anger."
3,Star Wars: Episode III – Revenge of the Sith,Obi-Wan and Yoda plan to hide the twins from the Sith and go into exile until the time is right to challenge the Empire.
3,Star Wars: Episode III – Revenge of the Sith,"As Padmé's funeral takes place on her home world of Naboo, Palpatine and Vader supervise the construction of the Death Star."
3,Star Wars: Episode III – Revenge of the Sith,"While Obi-Wan and his family are on Tatooine, he gives his son to his step-uncle and aunt, Owen and Beru, and then he goes into exile to watch over the boy."
3,Star Wars: Episode III – Revenge of the Sith,The kidnapped Supreme Chancellor Palpatine was to be rescued by Obi-Wan Kenobi and Anakin Skywalker.
3,Star Wars: Episode III – Revenge of the Sith,"After infiltrating Grievous' flagship, Obi-Wan and Anakin battled the Sith Lord Count Dooku, who was decapitated at the urging of Palpatine."
3,Star Wars: Episode III – Revenge of the Sith,Grievous escaped the battle-torn ship which the Jedi crash-landed on.
3,Star Wars: Episode III – Revenge of the Sith,"There, Padmé Amidala reveals that she is pregnant with Anakin's child."
3,Star Wars: Episode III – Revenge of the Sith,The visions of Padmé dying in childbirth began to come to Anakin while he was initially excited.
3,Star Wars: Episode III – Revenge of the Sith,The Jedi Council has a personal representative.
3,Star Wars: Episode III – Revenge of the Sith,"The Council, suspicious of Palpatine, approves the appointment but declines to grant the rank of Master and instead instructs him to spy on Palpatine, diminishing Anakin's faith in the Jedi."
3,Star Wars: Episode III – Revenge of the Sith,The Separatist leaders were relocated to a volcanic planet.
3,Star Wars: Episode III – Revenge of the Sith,"Obi-Wan traveled to Utapau to confront Grievous and kill him, while Yoda traveled to the Wookiee planet of Kashyyyk to defend it."
3,Star Wars: Episode III – Revenge of the Sith,"Padmé's death is prevented by the power of the dark side of the Force, which is offered to Anakin by Palpatine."
3,Star Wars: Episode III – Revenge of the Sith,Mace Windu confronted and subdued Anakin after he deduced that Palpatine was the Sith Lord behind the war.
3,Star Wars: Episode III – Revenge of the Sith,"Desperate to save Padmé's life, Anakin severs Windu's hand before he can kill Palpatine, who causes Windu to fall to his death."
3,Star Wars: Episode III – Revenge of the Sith,Darth Vader is knighted by Palpatine and he pledges himself to the Sith.
3,Star Wars: Episode III – Revenge of the Sith,Vader and a battalion of clone troopers kill the remaining Jedi in the Jedi Temple after Order 66 was issued by Palpatine.
3,Star Wars: Episode III – Revenge of the Sith,The Separatist leaders are assassinated by Vader and the Republic is transformed into the Galactic Empire.
3,Star Wars: Episode III – Revenge of the Sith,"After surviving the chaos, Obi-Wan and Yoda return to Coruscant, where Obi-Wan learns of Anakin's turn to the dark side."
3,Star Wars: Episode III – Revenge of the Sith,Obi-Wan is told to confront Vader.
3,Star Wars: Episode III – Revenge of the Sith,Vader's treachery is revealed by Obi-Wan when he seeks out Padmé.
3,Star Wars: Episode III – Revenge of the Sith,"Padmé tries to convince Vader to abandon the dark side and leave with her, but he refuses."
3,Star Wars: Episode III – Revenge of the Sith,Vader used the Force to choke Padmé to unconsciousness after seeing Obi-Wan aboard the ship.
3,Star Wars: Episode III – Revenge of the Sith,"Obi-Wan severed Vader's legs and left him at the bank of a lava flow, after he engaged Vader in a lightsaber battle."
3,Star Wars: Episode III – Revenge of the Sith,Obi-Wan retrieves Vader's lightsaber and leaves him for dead.
3,Star Wars: Episode III – Revenge of the Sith,'Yoda battles Palpatine until they reach a stalemate.'
3,Star Wars: Episode III – Revenge of the Sith,"After realizing he can't defeat Palpatine, Yoda flees with Senator Bail Organa and regroups with Obi-Wan and Padmé on the planetoid."
3,Star Wars: Episode III – Revenge of the Sith,"There, Padmé gives birth to twins, who she names Luke and Leia, and dies soon after, having lost her will to live, but still believing in Vader."
3,Star Wars: Episode III – Revenge of the Sith,Vader's body is covered in a black armored suit when he is taken to Coruscant by Palpatine.
3,Star Wars: Episode III – Revenge of the Sith,"When Vader asked if Padmé was alright, Palpatine said that he killed her out of anger."
3,Star Wars: Episode III – Revenge of the Sith,Obi-Wan and Yoda plan to hide the twins from the Jedi and go into exile until the time is right to challenge the Empire.
3,Star Wars: Episode III – Revenge of the Sith,"As Padmé's funeral takes place on her home world of Naboo, Vader and Palpatine are working on the Death Star."
3,Star Wars: Episode III – Revenge of the Sith,"While Obi-Wan and his family are on Tatooine, he gives his son to his step-uncle and aunt, Owen and Beru, and then goes into exile to watch over the boy."
3,Star Wars: Episode III – Revenge of the Sith,The kidnapped Supreme Chancellor Palpatine is being saved by Obi-Wan Kenobi and Anakin Skywalker.
3,Star Wars: Episode III – Revenge of the Sith,"After infiltrating Grievous' flagship, Obi-Wan and Anakin battled the Sith Lord Count Dooku, who was beheaded at the urging of Palpatine."
3,Star Wars: Episode III – Revenge of the Sith,Grievous escaped the battle-torn ship which the Jedi crashed-land on.
3,Star Wars: Episode III – Revenge of the Sith,Padmé Amidala reveals that she is pregnant when she is with Anakin.
3,Star Wars: Episode III – Revenge of the Sith,The visions of Padmé dying in childbirth begin to come to mind.
3,Star Wars: Episode III – Revenge of the Sith,Anakin is appointed to the Jedi Council byPalpatine.
3,Star Wars: Episode III – Revenge of the Sith,"The Council, suspicious of Palpatine, approves the appointment but declines to grant Anakin the rank of Master and instead instructs him to spy on him."
3,Star Wars: Episode III – Revenge of the Sith,The Separatist leaders were relocated to the volcanic planet Mustafarvous.
3,Star Wars: Episode III – Revenge of the Sith,"Obi-Wan travels to Utapau to confront Grievous and kill him, while Yoda travels to the Wookiee planet of Kashyyyk to defend it from a Separatist invasion."
3,Star Wars: Episode III – Revenge of the Sith,"Padmé's death is prevented by the power of the dark side of the Force, thanks to the knowledge of Palpatine."
3,Star Wars: Episode III – Revenge of the Sith,Mace Windu confronted and subdued Anakin after he deduced that he was the Sith Lord behind the war.
3,Star Wars: Episode III – Revenge of the Sith,"Desperate to save Padmé's life, Anakin severs Windu's hand before he can kill Palpatine, who sends Windu falling to his death with a blast of Force lightning"
3,Star Wars: Episode III – Revenge of the Sith,"Darth Vader is knighted by Palpatine, and he pledges himself to the Sith."
3,Star Wars: Episode III – Revenge of the Sith,"Vader and a battalion of clone troopers kill the remaining Jedi in the Jedi Temple while Palpatine issues Order 66, which tells the clone troopers to kill their Jedi generals."
3,Star Wars: Episode III – Revenge of the Sith,"Vader travels to Mustafar to assassinate the Separatist leaders, while Palpatine proclaims himself Emperor before the Galactic Senate, transforming the Republic into the Galactic Empire."
3,Star Wars: Episode III – Revenge of the Sith,Obi-Wan learns of Anakin's turn to the dark side when he returns to Coruscant.
3,Star Wars: Episode III – Revenge of the Sith,Obi-Wan was told to confront Vader while he was facing Palpatine.
3,Star Wars: Episode III – Revenge of the Sith,Obi-Wan seeks out Padmé to find out Vader's location.
3,Star Wars: Episode III – Revenge of the Sith,"Padmé went to Mustafar with Obi-Wan and begged Vader to abandon the dark side and leave with her, but he refused."
3,Star Wars: Episode III – Revenge of the Sith,Vader used the Force to choke Padmé to unconsciousness in a blind rage after seeing Obi-Wan on the ship.
3,Star Wars: Episode III – Revenge of the Sith,"Obi-Wan severed Vader's legs and left him at the bank of a lava flow, where he was badly burned."
3,Star Wars: Episode III – Revenge of the Sith,Obi-Wan left Vader for dead after retrieving his lightsaber.
3,Star Wars: Episode III – Revenge of the Sith,"On Coruscant, Yoda battles Palpatine until they are at a stalemate."
3,Star Wars: Episode III – Revenge of the Sith,"After realizing he can't defeat Palpatine, Yoda flees with Senator Bail Organa and regroups with Obi-Wan and Padmé on the planetoid Polis Massa."
3,Star Wars: Episode III – Revenge of the Sith,"There, Padmé gives birth to twins, who she names Luke and Leia, and dies soon after, having lost her will to live but still believing in Vader."
3,Star Wars: Episode III – Revenge of the Sith,Vader's body is covered in a black armored suit after he is taken to Coruscant by Palpatine.
3,Star Wars: Episode III – Revenge of the Sith,"When Vader asks if Padmé is okay, Palpatine says that he killed her out of anger."
3,Star Wars: Episode III – Revenge of the Sith,Obi-Wan and Yoda plan to hide the twins from the Sith and go into exile until the time is right to fight the Empire.
3,Star Wars: Episode III – Revenge of the Sith,"As Padmé's funeral takes place in her home world of Naboo, Vader and Palpatine are working on the Death Star."
3,Star Wars: Episode III – Revenge of the Sith,"While Obi-Wan and his family are on Tatooine, he will deliver his son to his step-uncle and aunt, Owen and Beru, and then he will go into exile to watch over the boy."
3,Star Wars: Episode III – Revenge of the Sith,"The kidnapped Supreme Chancellor Palpatine was kidnapped by the Separatist commander General Grievous, who was assisted by Obi-Wan Kenobi and Anakin Skywalker."
3,Star Wars: Episode III – Revenge of the Sith,"After infiltrating Grievous' flagship, Obi-Wan and Anakin battle the Sith Lord Count Dooku, who Anakin decapitates at the urging of Palpatine."
3,Star Wars: Episode III – Revenge of the Sith,"Grievous escaped the battle-torn ship, which the Jedi crashed-land on."
3,Star Wars: Episode III – Revenge of the Sith,"There, Padmé Amidala reveals that she is pregnant with Anakin's baby."
3,Star Wars: Episode III – Revenge of the Sith,The visions of Padmé dying in childbirth began to come to mind when he was initially excited.
3,Star Wars: Episode III – Revenge of the Sith,The Jedi Council has a personal representative named Anakin.
3,Star Wars: Episode III – Revenge of the Sith,"The Council, suspicious of Palpatine, approves the appointment but declines to grant Anakin the rank of Master and instead instructs him to spy on him, diminishing his faith in the Jedi."
3,Star Wars: Episode III – Revenge of the Sith,"On Utapau, Grievous relocates the Separatist leaders to a volcano."
3,Star Wars: Episode III – Revenge of the Sith,"Obi-Wan traveled to Utapau to confront Grievous and kill him, while Yoda traveled to the Wookiee planet of Kashyyyk to defend it from Separatist invaders."
3,Star Wars: Episode III – Revenge of the Sith,"Padmé's death is prevented by the power of the dark side of the Force, which Palpatine offers to teach Anakin."
3,Star Wars: Episode III – Revenge of the Sith,Mace Windu confronted and subdued Anakin after he deduced that Palpatine was the leader of the war.
3,Star Wars: Episode III – Revenge of the Sith,"Desperate to save Padmé's life, Anakin severs Windu's hand before he can kill Palpatine, who sends Windu falling to his death."
3,Star Wars: Episode III – Revenge of the Sith,"Darth Vader is knighted by Palpatine, who pledges himself to the Jedi."
3,Star Wars: Episode III – Revenge of the Sith,"Vader and a battalion of clone troopers kill the remaining Jedi in the Jedi Temple while Palpatine issues Order 66, which orders the clone troopers to kill their Jedi generals."
3,Star Wars: Episode III – Revenge of the Sith,"Vader travels to Mustafar to assassinate the Separatist leaders, while Palpatine proclaims himself Emperor before the Senate of the Galactic Empire, transforming the Republic into the Galactic Empire."
3,Star Wars: Episode III – Revenge of the Sith,"After surviving the chaos, Obi-Wan and Yoda return to Coruscant, where Obi-Wan learns of Anakin's dark side."
3,Star Wars: Episode III – Revenge of the Sith,Obi-Wan was told to confront Vader while he faced Palpatine.
3,Star Wars: Episode III – Revenge of the Sith,Obi-Wan goes to Padmé to find Vader.
3,Star Wars: Episode III – Revenge of the Sith,"Padmé tries to convince Vader to abandon the dark side and leave with her, but he doesn't."
3,Star Wars: Episode III – Revenge of the Sith,Vader used the Force to choke Padmé to unconsciousness after seeing Obi-Wan aboard the ship and thinking they were going to kill him.
3,Star Wars: Episode III – Revenge of the Sith,Obi-Wan severed Vader's legs and left him at the bank of a lava flow where he was badly burned in a lightsaber battle.
3,Star Wars: Episode III – Revenge of the Sith,Obi-Wan leaves Vader for dead.
3,Star Wars: Episode III – Revenge of the Sith,"On Coruscant, Yoda battles Palpatine until they are stalemated."
3,Star Wars: Episode III – Revenge of the Sith,"Realizing he can't defeat Palpatine, Yoda fled with Senator Bail Organa and regrouped with Obi-Wan and Padmé on the planetoid."
3,Star Wars: Episode III – Revenge of the Sith,"Padmé gives birth to twins, who she names ""luke and luke"", and dies soon after, having lost her will to live but still believing in Vader."
3,Star Wars: Episode III – Revenge of the Sith,Vader's body is covered in a black armored suit after he is retrieved by Palpatine and taken to Coruscant.
3,Star Wars: Episode III – Revenge of the Sith,"When Vader asks if Padmé is alright, Palpatine says that he killed her out of anger."
3,Star Wars: Episode III – Revenge of the Sith,Obi-Wan and Yoda plan to hide the twins from the Empire and then go into exile.
3,Star Wars: Episode III – Revenge of the Sith,"As Padmé's funeral takes place on her home world of Naboo, Palpatine and Vader are working on the Death Star."
3,Star Wars: Episode III – Revenge of the Sith,"While Obi-Wan and his family are on Tatooine, he gives his son to his step-uncle and aunt, Owen and Beru, and then he goes into exile to watch over him."
4,Jumanji: Welcome to the Jungle,Alex Vreeke received Jumanji from his father who discovered it at the coast in 1969.
4,Jumanji: Welcome to the Jungle,Alex set it aside and later found it transformed into a video game.
4,Jumanji: Welcome to the Jungle,He is sucked into the game when he chooses a character.
4,Jumanji: Welcome to the Jungle,His disappearance causes his father to become depressed and their home to fall into disrepair.
4,Jumanji: Welcome to the Jungle,"Twenty-one years later, four students from the same high school are sent to clean the school's basement for using their phones."
4,Jumanji: Welcome to the Jungle,Fridge and Spencer decide to play and encourage the girls to join them after Fridge discovers Alex's discarded video game system.
4,Jumanji: Welcome to the Jungle,"After starting the game, they are sucked into Jumanji, landing in a jungle as their chosen characters, Spencer as muscular explorer and Dr."
4,Jumanji: Welcome to the Jungle,"Fridge was as diminutive zoologist Franklin Mouse Finbar, and Martha was as martial arts expert Ruby Roundhouse."
4,Jumanji: Welcome to the Jungle,"While coming to terms with their situation, the group found three marks on their arms."
4,Jumanji: Welcome to the Jungle,"Spencer thinks that if they lose all three, they will be gone forever."
4,Jumanji: Welcome to the Jungle,"The group encounters the game's NPC guide, who provides them with the game's narrative and their characters."
4,Jumanji: Welcome to the Jungle,"The group learns that their goal is to end a curse on Jumanji, brought about by corrupt archaeologist Professor Van Pelt after he stole a magical jewel called the Jaguar's Eye from its shrine and gained control of all the jungle's animals."
4,Jumanji: Welcome to the Jungle,"Before driving off, he instructs the group to return the jewel to the shrine and call out Jumanji to lift the curse and leave the game."
4,Jumanji: Welcome to the Jungle,"Spencer and Fridge's animosity towards each other for the former inadvertently costing the latter his place in their school's football team, the group encounter Alex operating the fifth avatar."
4,Jumanji: Welcome to the Jungle,"Alex thought he had only been there a few months, but the group was shocked to learn how long he had been trapped in the game."
4,Jumanji: Welcome to the Jungle,"With a common goal, the group will help Alex return home."
4,Jumanji: Welcome to the Jungle,The group coordinate to overcome the problems as they head for the shrine.
4,Jumanji: Welcome to the Jungle,They eventually get to the shrine.
4,Jumanji: Welcome to the Jungle,"Spencer and Martha outmaneuvered him with the game's mechanics, returning the jewel to the statue."
4,Jumanji: Welcome to the Jungle,"After calling out Jumanji, the group destroy Van Pelt and return to the real world."
